Image_Path,Wall_Length_Meters,Bricks,Cement_Bags,Sand_Volume_m3
ideathon\images\88_25.jpg,1392.23,244251,835,3341.35
ideathon\images\88_26.jpg,1126.21,197581,676,2702.9
ideathon\images\88_27.jpg,1780.67,312398,1068,4273.61
ideathon\images\88_28.jpg,1826.62,320460,1096,4383.89
ideathon\images\88_29.jpg,2128.75,373465,1277,5109.0
ideathon\images\88_3.jpg,2035.89,357174,1222,4886.14
ideathon\images\88_30.jpg,2427.3,425842,1456,5825.52
ideathon\images\88_4.jpg,1363.65,239237,818,3272.76
ideathon\images\88_5.jpg,2305.53,404479,1383,5533.27
ideathon\images\88_6.jpg,5254.19,921788,3153,12610.06
ideathon\images\88_7.jpg,2290.4,401825,1374,5496.96
ideathon\images\88_8.jpg,1003.29,176016,602,2407.9
ideathon\images\88_9.jpg,1306.18,229154,784,3134.83
ideathon\images\89_1.jpg,1958.66,343625,1175,4700.78
ideathon\images\89_10.jpg,711.66,124853,427,1707.98
ideathon\images\89_11.jpg,1193.01,209300,716,2863.22
ideathon\images\89_12.jpg,1608.41,282177,965,3860.18
ideathon\images\89_13.jpg,1138.03,199654,683,2731.27
ideathon\images\89_14.jpg,591.75,103816,355,1420.2
ideathon\images\89_15.jpg,1244.66,218361,747,2987.18
ideathon\images\89_16.jpg,1082.51,189914,650,2598.02
ideathon\images\89_17.jpg,903.64,158533,542,2168.74
ideathon\images\89_18.jpg,2370.21,415826,1422,5688.5
ideathon\images\89_19.jpg,1377.27,241626,826,3305.45
ideathon\images\89_2.jpg,1607.68,282049,965,3858.43
ideathon\images\89_20.jpg,1317.05,231061,790,3160.92
ideathon\images\89_21.jpg,2164.79,379788,1299,5195.5
ideathon\images\89_22.jpg,1530.6,268526,918,3673.44
ideathon\images\89_23.jpg,1058.51,185704,635,2540.42
ideathon\images\89_24.jpg,1695.77,297504,1017,4069.85
ideathon\images\89_25.jpg,1519.35,266553,912,3646.44
ideathon\images\89_26.jpg,1698.77,298030,1019,4077.05
ideathon\images\89_27.jpg,1989.7,349070,1194,4775.28
ideathon\images\89_28.jpg,1451.01,254563,871,3482.42
ideathon\images\89_29.jpg,2713.03,475970,1628,6511.27
ideathon\images\89_3.jpg,1034.21,181440,621,2482.1
ideathon\images\89_30.jpg,1147.92,201389,689,2755.01
ideathon\images\89_4.jpg,1355.53,237812,813,3253.27
ideathon\images\89_5.jpg,3414.97,599118,2049,8195.93
ideathon\images\89_6.jpg,3603.5,632193,2162,8648.4
ideathon\images\89_7.jpg,1913.85,335763,1148,4593.24
ideathon\images\89_8.jpg,503.93,88409,302,1209.43
ideathon\images\89_9.jpg,1554.2,272667,933,3730.08
ideathon\images\8_1.jpg,1260.61,221160,756,3025.46
ideathon\images\8_10.jpg,1151.33,201988,691,2763.19
ideathon\images\8_11.jpg,961.44,168674,577,2307.46
ideathon\images\8_12.jpg,3586.16,629151,2152,8606.78
ideathon\images\8_13.jpg,1187.91,208405,713,2850.98
ideathon\images\8_14.jpg,5632.67,988188,3380,13518.41
ideathon\images\8_15.jpg,1338.16,234765,803,3211.58
ideathon\images\8_16.jpg,2611.47,458153,1567,6267.53
ideathon\images\8_17.jpg,726.62,127477,436,1743.89
ideathon\images\8_18.jpg,2849.01,499826,1709,6837.62
ideathon\images\8_19.jpg,1919.18,336698,1152,4606.03
ideathon\images\8_2.jpg,1000.16,175467,600,2400.38
ideathon\images\8_20.jpg,1406.78,246804,844,3376.27
ideathon\images\8_21.jpg,1117.0,195965,670,2680.8
ideathon\images\8_22.jpg,1686.37,295854,1012,4047.29
ideathon\images\8_23.jpg,1627.82,285582,977,3906.77
ideathon\images\8_24.jpg,2838.59,497998,1703,6812.62
ideathon\images\8_25.jpg,1493.76,262063,896,3585.02
ideathon\images\8_26.jpg,2801.53,491496,1681,6723.67
ideathon\images\8_27.jpg,1006.0,176491,604,2414.4
ideathon\images\8_28.jpg,1384.28,242856,831,3322.27
ideathon\images\8_29.jpg,2233.72,391881,1340,5360.93
ideathon\images\8_3.jpg,845.23,148286,507,2028.55
ideathon\images\8_30.jpg,1467.07,257381,880,3520.97
ideathon\images\8_4.jpg,1036.41,181826,622,2487.38
ideathon\images\8_5.jpg,2427.3,425842,1456,5825.52
ideathon\images\8_6.jpg,694.11,121774,416,1665.86
ideathon\images\8_7.jpg,1288.63,226075,773,3092.71
ideathon\images\8_8.jpg,1089.33,191111,654,2614.39
ideathon\images\8_9.jpg,2318.8,406807,1391,5565.12
ideathon\images\90_1.jpg,2661.18,466874,1597,6386.83
ideathon\images\90_10.jpg,4927.73,864514,2957,11826.55
ideathon\images\90_11.jpg,14120.59,2477296,8472,33889.42
ideathon\images\90_12.jpg,2100.03,368426,1260,5040.07
ideathon\images\90_13.jpg,9468.61,1661160,5681,22724.66
ideathon\images\90_14.jpg,1079.45,189377,648,2590.68
ideathon\images\90_15.jpg,1421.75,249430,853,3412.2
ideathon\images\90_16.jpg,8289.64,1454323,4974,19895.14
ideathon\images\90_17.jpg,11620.34,2038656,6972,27888.82
ideathon\images\90_18.jpg,31997.55,5613605,19199,76794.12
ideathon\images\90_19.jpg,4313.88,756821,2588,10353.31
ideathon\images\90_2.jpg,2406.88,422260,1444,5776.51
ideathon\images\90_20.jpg,2070.74,363288,1242,4969.78
ideathon\images\90_21.jpg,1719.84,301726,1032,4127.62
ideathon\images\90_22.jpg,2122.35,372342,1273,5093.64
ideathon\images\90_23.jpg,418.97,73504,251,1005.53
ideathon\images\90_24.jpg,2144.45,376219,1287,5146.68
ideathon\images\90_25.jpg,11761.92,2063495,7057,28228.61
ideathon\images\90_26.jpg,16478.45,2890956,9887,39548.28
ideathon\images\90_27.jpg,4601.3,807246,2761,11043.12
ideathon\images\90_28.jpg,1477.89,259279,887,3546.94
ideathon\images\90_29.jpg,1665.13,292128,999,3996.31
ideathon\images\90_3.jpg,3228.17,566346,1937,7747.61
ideathon\images\90_30.jpg,1894.4,332351,1137,4546.56
ideathon\images\90_4.jpg,10393.89,1823489,6236,24945.34
ideathon\images\90_5.jpg,2795.99,490525,1678,6710.38
ideathon\images\90_6.jpg,3411.59,598525,2047,8187.82
ideathon\images\90_7.jpg,2707.94,475077,1625,6499.06
ideathon\images\90_8.jpg,9387.78,1646979,5633,22530.67
ideathon\images\90_9.jpg,2114.45,370956,1269,5074.68
ideathon\images\91_1.jpg,1260.61,221160,756,3025.46
ideathon\images\91_10.jpg,1151.33,201988,691,2763.19
ideathon\images\91_11.jpg,961.44,168674,577,2307.46
ideathon\images\91_12.jpg,3586.16,629151,2152,8606.78
ideathon\images\91_13.jpg,1187.91,208405,713,2850.98
ideathon\images\91_14.jpg,5632.67,988188,3380,13518.41
ideathon\images\91_15.jpg,1338.16,234765,803,3211.58
ideathon\images\91_16.jpg,2611.47,458153,1567,6267.53
ideathon\images\91_17.jpg,726.62,127477,436,1743.89
ideathon\images\91_18.jpg,2849.01,499826,1709,6837.62
ideathon\images\91_19.jpg,1919.18,336698,1152,4606.03
ideathon\images\91_2.jpg,1000.16,175467,600,2400.38
ideathon\images\91_20.jpg,1406.78,246804,844,3376.27
ideathon\images\91_21.jpg,1117.0,195965,670,2680.8
ideathon\images\91_22.jpg,1686.37,295854,1012,4047.29
ideathon\images\91_23.jpg,1627.82,285582,977,3906.77
ideathon\images\91_24.jpg,2838.59,497998,1703,6812.62
ideathon\images\91_25.jpg,1493.76,262063,896,3585.02
ideathon\images\91_26.jpg,2801.53,491496,1681,6723.67
ideathon\images\91_27.jpg,1006.0,176491,604,2414.4
ideathon\images\91_28.jpg,1384.28,242856,831,3322.27
ideathon\images\91_29.jpg,2233.72,391881,1340,5360.93
ideathon\images\91_3.jpg,845.23,148286,507,2028.55
ideathon\images\91_30.jpg,1467.07,257381,880,3520.97
ideathon\images\91_4.jpg,1036.41,181826,622,2487.38
ideathon\images\91_5.jpg,2427.3,425842,1456,5825.52
ideathon\images\91_6.jpg,694.11,121774,416,1665.86
ideathon\images\91_7.jpg,1288.63,226075,773,3092.71
ideathon\images\91_8.jpg,1089.33,191111,654,2614.39
ideathon\images\91_9.jpg,2318.8,406807,1391,5565.12
ideathon\images\92_1.jpg,1346.76,236274,808,3232.22
ideathon\images\92_10.jpg,1996.97,350346,1198,4792.73
ideathon\images\92_11.jpg,1593.11,279493,956,3823.46
ideathon\images\92_12.jpg,1102.45,193412,661,2645.88
ideathon\images\92_13.jpg,955.94,167709,574,2294.26
ideathon\images\92_14.jpg,1729.08,303347,1037,4149.79
ideathon\images\92_15.jpg,1457.71,255739,875,3498.5
ideathon\images\92_16.jpg,735.44,129025,441,1765.06
ideathon\images\92_17.jpg,2025.09,355279,1215,4860.22
ideathon\images\92_18.jpg,418.97,73504,251,1005.53
ideathon\images\92_19.jpg,2274.02,398951,1364,5457.65
ideathon\images\92_2.jpg,2274.2,398982,1365,5458.08
ideathon\images\92_20.jpg,2469.16,433186,1481,5925.98
ideathon\images\92_21.jpg,2165.96,379993,1300,5198.3
ideathon\images\92_22.jpg,2328.31,408475,1397,5587.94
ideathon\images\92_23.jpg,1060.42,186039,636,2545.01
ideathon\images\92_24.jpg,1209.64,212218,726,2903.14
ideathon\images\92_25.jpg,1941.94,340691,1165,4660.66
ideathon\images\92_26.jpg,718.23,126005,431,1723.75
ideathon\images\92_27.jpg,1225.97,215082,736,2942.33
ideathon\images\92_28.jpg,3105.27,544784,1863,7452.65
ideathon\images\92_29.jpg,2679.1,470018,1607,6429.84
ideathon\images\92_3.jpg,2418.41,424282,1451,5804.18
ideathon\images\92_30.jpg,616.64,108182,370,1479.94
ideathon\images\92_4.jpg,3782.07,663521,2269,9076.97
ideathon\images\92_5.jpg,1596.24,280042,958,3830.98
ideathon\images\92_6.jpg,2145.99,376489,1288,5150.38
ideathon\images\92_7.jpg,1019.48,178856,612,2446.75
ideathon\images\92_8.jpg,9468.61,1661160,5681,22724.66
ideathon\images\92_9.jpg,1253.88,219979,752,3009.31
ideathon\images\93_1.jpg,1491.23,261619,895,3578.95
ideathon\images\93_10.jpg,1126.21,197581,676,2702.9
ideathon\images\93_11.jpg,1826.62,320460,1096,4383.89
ideathon\images\93_12.jpg,2128.75,373465,1277,5109.0
ideathon\images\93_13.jpg,2427.3,425842,1456,5825.52
ideathon\images\93_14.jpg,2327.31,408300,1396,5585.54
ideathon\images\93_15.jpg,2742.09,481068,1645,6581.02
ideathon\images\93_16.jpg,3437.03,602988,2062,8248.87
ideathon\images\93_17.jpg,694.11,121774,416,1665.86
ideathon\images\93_18.jpg,2318.8,406807,1391,5565.12
ideathon\images\93_19.jpg,1463.78,256804,878,3513.07
ideathon\images\93_2.jpg,2305.53,404479,1383,5533.27
ideathon\images\93_20.jpg,2354.39,413051,1413,5650.54
ideathon\images\93_21.jpg,2132.06,374046,1279,5116.94
ideathon\images\93_22.jpg,1080.81,189616,648,2593.94
ideathon\images\93_23.jpg,1087.15,190728,652,2609.16
ideathon\images\93_24.jpg,673.43,118146,404,1616.23
ideathon\images\93_25.jpg,2897.14,508270,1738,6953.14
ideathon\images\93_26.jpg,1471.74,258200,883,3532.18
ideathon\images\93_27.jpg,1953.42,342705,1172,4688.21
ideathon\images\93_28.jpg,1848.1,324228,1109,4435.44
ideathon\images\93_29.jpg,846.75,148553,508,2032.2
ideathon\images\93_3.jpg,1003.29,176016,602,2407.9
ideathon\images\93_30.jpg,1107.71,194335,665,2658.5
ideathon\images\93_4.jpg,875.5,153596,525,2101.2
ideathon\images\93_5.jpg,1239.46,217449,744,2974.7
ideathon\images\93_6.jpg,1109.05,194570,665,2661.72
ideathon\images\93_7.jpg,2099.55,368342,1260,5038.92
ideathon\images\93_8.jpg,1134.39,199016,681,2722.54
ideathon\images\93_9.jpg,4111.76,721361,2467,9868.22
ideathon\images\94_1.jpg,1305.57,229047,783,3133.37
ideathon\images\94_10.jpg,2774.1,486684,1664,6657.84
ideathon\images\94_11.jpg,2237.35,392518,1342,5369.64
ideathon\images\94_12.jpg,1603.8,281368,962,3849.12
ideathon\images\94_13.jpg,1836.88,322260,1102,4408.51
ideathon\images\94_14.jpg,1242.67,218012,746,2982.41
ideathon\images\94_15.jpg,2753.48,483067,1652,6608.35
ideathon\images\94_16.jpg,459.55,80623,276,1102.92
ideathon\images\94_17.jpg,1527.42,267968,916,3665.81
ideathon\images\94_18.jpg,2438.48,427804,1463,5852.35
ideathon\images\94_19.jpg,1391.82,244179,835,3340.37
ideathon\images\94_2.jpg,2035.89,357174,1222,4886.14
ideathon\images\94_20.jpg,1901.21,333546,1141,4562.9
ideathon\images\94_21.jpg,1926.49,337981,1156,4623.58
ideathon\images\94_22.jpg,733.05,128605,440,1759.32
ideathon\images\94_23.jpg,2762.96,484730,1658,6631.1
ideathon\images\94_24.jpg,3575.35,627254,2145,8580.84
ideathon\images\94_25.jpg,2077.6,364491,1247,4986.24
ideathon\images\94_26.jpg,1911.54,335358,1147,4587.7
ideathon\images\94_27.jpg,2038.86,357695,1223,4893.26
ideathon\images\94_28.jpg,1295.56,227291,777,3109.34
ideathon\images\94_29.jpg,1610.71,282581,966,3865.7
ideathon\images\94_3.jpg,2290.4,401825,1374,5496.96
ideathon\images\94_30.jpg,2550.05,447377,1530,6120.12
ideathon\images\94_4.jpg,2076.91,364370,1246,4984.58
ideathon\images\94_5.jpg,2427.05,425798,1456,5824.92
ideathon\images\94_6.jpg,1027.0,180175,616,2464.8
ideathon\images\94_7.jpg,3437.03,602988,2062,8248.87
ideathon\images\94_8.jpg,2427.33,425847,1456,5825.59
ideathon\images\94_9.jpg,2005.66,351870,1203,4813.58
ideathon\images\95_1.jpg,2311.81,405581,1387,5548.34
ideathon\images\95_10.jpg,1025.59,179928,615,2461.42
ideathon\images\95_11.jpg,1714.12,300723,1028,4113.89
ideathon\images\95_12.jpg,1228.04,215446,737,2947.3
ideathon\images\95_13.jpg,1615.24,283375,969,3876.58
ideathon\images\95_14.jpg,452.81,79440,272,1086.74
ideathon\images\95_15.jpg,1665.13,292128,999,3996.31
ideathon\images\95_16.jpg,1894.4,332351,1137,4546.56
ideathon\images\95_17.jpg,3173.82,556811,1904,7617.17
ideathon\images\95_18.jpg,1093.45,191833,656,2624.28
ideathon\images\95_19.jpg,1430.44,250954,858,3433.06
ideathon\images\95_2.jpg,3228.17,566346,1937,7747.61
ideathon\images\95_20.jpg,397.45,69728,238,953.88
ideathon\images\95_21.jpg,2155.8,378211,1293,5173.92
ideathon\images\95_22.jpg,1630.02,285968,978,3912.05
ideathon\images\95_23.jpg,755.03,132461,453,1812.07
ideathon\images\95_24.jpg,727.56,127642,437,1746.14
ideathon\images\95_25.jpg,880.26,154432,528,2112.62
ideathon\images\95_26.jpg,1365.12,239495,819,3276.29
ideathon\images\95_27.jpg,898.75,157675,539,2157.0
ideathon\images\95_28.jpg,1409.58,247295,846,3382.99
ideathon\images\95_29.jpg,1360.82,238740,816,3265.97
ideathon\images\95_3.jpg,3498.83,613830,2099,8397.19
ideathon\images\95_30.jpg,868.84,152428,521,2085.22
ideathon\images\95_4.jpg,1776.86,311730,1066,4264.46
ideathon\images\95_5.jpg,1504.63,263970,903,3611.11
ideathon\images\95_6.jpg,2100.03,368426,1260,5040.07
ideathon\images\95_7.jpg,1421.75,249430,853,3412.2
ideathon\images\95_8.jpg,1719.84,301726,1032,4127.62
ideathon\images\95_9.jpg,2144.45,376219,1287,5146.68
ideathon\images\96_1.jpg,1137.54,199568,683,2730.1
ideathon\images\96_10.jpg,2099.55,368342,1260,5038.92
ideathon\images\96_11.jpg,371.22,65126,223,890.93
ideathon\images\96_12.jpg,2386.77,418732,1432,5728.25
ideathon\images\96_13.jpg,2385.46,418502,1431,5725.1
ideathon\images\96_14.jpg,1923.6,337474,1154,4616.64
ideathon\images\96_15.jpg,2293.07,402293,1376,5503.37
ideathon\images\96_16.jpg,2625.53,460619,1575,6301.27
ideathon\images\96_17.jpg,3437.03,602988,2062,8248.87
ideathon\images\96_18.jpg,4975.58,872909,2985,11941.39
ideathon\images\96_19.jpg,1463.78,256804,878,3513.07
ideathon\images\96_2.jpg,2035.89,357174,1222,4886.14
ideathon\images\96_20.jpg,1999.88,350856,1200,4799.71
ideathon\images\96_21.jpg,2416.25,423904,1450,5799.0
ideathon\images\96_22.jpg,2354.39,413051,1413,5650.54
ideathon\images\96_23.jpg,2520.06,442116,1512,6048.14
ideathon\images\96_24.jpg,826.51,145002,496,1983.62
ideathon\images\96_25.jpg,2897.14,508270,1738,6953.14
ideathon\images\96_26.jpg,2106.05,369482,1264,5054.52
ideathon\images\96_27.jpg,2233.67,391872,1340,5360.81
ideathon\images\96_28.jpg,2602.21,456528,1561,6245.3
ideathon\images\96_29.jpg,645.1,113175,387,1548.24
ideathon\images\96_3.jpg,5254.19,921788,3153,12610.06
ideathon\images\96_30.jpg,1848.1,324228,1109,4435.44
ideathon\images\96_4.jpg,2290.4,401825,1374,5496.96
ideathon\images\96_5.jpg,1306.18,229154,784,3134.83
ideathon\images\96_6.jpg,2624.11,460370,1574,6297.86
ideathon\images\96_7.jpg,996.18,174768,598,2390.83
ideathon\images\96_8.jpg,2076.91,364370,1246,4984.58
ideathon\images\96_9.jpg,1400.87,245767,841,3362.09
ideathon\images\98_1.jpg,1954.81,342949,1173,4691.54
ideathon\images\98_10.jpg,2541.81,445932,1525,6100.34
ideathon\images\98_11.jpg,1330.15,233360,798,3192.36
ideathon\images\98_12.jpg,1740.58,305365,1044,4177.39
ideathon\images\98_13.jpg,1983.17,347925,1190,4759.61
ideathon\images\98_14.jpg,1954.28,342856,1173,4690.27
ideathon\images\98_15.jpg,0.0,0,0,0.0
ideathon\images\98_16.jpg,947.79,166279,569,2274.7
ideathon\images\98_17.jpg,1412.89,247875,848,3390.94
ideathon\images\98_18.jpg,1421.76,249432,853,3412.22
ideathon\images\98_19.jpg,918.95,161219,551,2205.48
ideathon\images\98_2.jpg,2492.93,437356,1496,5983.03
ideathon\images\98_20.jpg,601.57,105539,361,1443.77
ideathon\images\98_21.jpg,1130.73,198374,678,2713.75
ideathon\images\98_22.jpg,837.76,146975,503,2010.62
ideathon\images\98_23.jpg,496.55,87114,298,1191.72
ideathon\images\98_24.jpg,1262.23,221444,757,3029.35
ideathon\images\98_25.jpg,833.53,146233,500,2000.47
ideathon\images\98_26.jpg,1296.61,227475,778,3111.86
ideathon\images\98_27.jpg,1236.81,216984,742,2968.34
ideathon\images\98_28.jpg,1016.55,178342,610,2439.72
ideathon\images\98_29.jpg,908.14,159323,545,2179.54
ideathon\images\98_3.jpg,1616.74,283639,970,3880.18
ideathon\images\98_30.jpg,2496.48,437979,1498,5991.55
ideathon\images\98_4.jpg,1088.83,191023,653,2613.19
ideathon\images\98_5.jpg,2040.15,357921,1224,4896.36
ideathon\images\98_6.jpg,1202.88,211032,722,2886.91
ideathon\images\98_7.jpg,1621.64,284498,973,3891.94
ideathon\images\98_8.jpg,1446.61,253791,868,3471.86
ideathon\images\98_9.jpg,1820.68,319418,1092,4369.63
ideathon\images\9_1.jpg,2104.32,369179,1263,5050.37
ideathon\images\9_10.jpg,2624.11,460370,1574,6297.86
ideathon\images\9_11.jpg,2244.5,393772,1347,5386.8
ideathon\images\9_12.jpg,2076.91,364370,1246,4984.58
ideathon\images\9_13.jpg,1069.55,187640,642,2566.92
ideathon\images\9_14.jpg,1400.87,245767,841,3362.09
ideathon\images\9_15.jpg,1239.46,217449,744,2974.7
ideathon\images\9_16.jpg,1109.05,194570,665,2661.72
ideathon\images\9_17.jpg,2099.55,368342,1260,5038.92
ideathon\images\9_18.jpg,371.22,65126,223,890.93
ideathon\images\9_19.jpg,2386.77,418732,1432,5728.25
ideathon\images\9_2.jpg,555.67,97486,333,1333.61
ideathon\images\9_20.jpg,1300.54,228165,780,3121.3
ideathon\images\9_21.jpg,1688.03,296146,1013,4051.27
ideathon\images\9_22.jpg,1940.48,340435,1164,4657.15
ideathon\images\9_23.jpg,2081.93,365251,1249,4996.63
ideathon\images\9_24.jpg,1134.39,199016,681,2722.54
ideathon\images\9_25.jpg,1392.23,244251,835,3341.35
ideathon\images\9_26.jpg,1126.21,197581,676,2702.9
ideathon\images\9_27.jpg,1780.67,312398,1068,4273.61
ideathon\images\9_28.jpg,1826.62,320460,1096,4383.89
ideathon\images\9_29.jpg,2128.75,373465,1277,5109.0
ideathon\images\9_3.jpg,2035.89,357174,1222,4886.14
ideathon\images\9_30.jpg,2427.3,425842,1456,5825.52
ideathon\images\9_4.jpg,1363.65,239237,818,3272.76
ideathon\images\9_5.jpg,2305.53,404479,1383,5533.27
ideathon\images\9_6.jpg,5254.19,921788,3153,12610.06
ideathon\images\9_7.jpg,2290.4,401825,1374,5496.96
ideathon\images\9_8.jpg,1003.29,176016,602,2407.9
ideathon\images\9_9.jpg,1306.18,229154,784,3134.83
